IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/23/2013,2013,3,08:57:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,34,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,TensiÃ³n Contacto,Se atendio con la inc 1982649 asignada al operario Ruben Rodriguez el cual realizo la reparacion del cable de media tension subterraneo  fracturado normalizando el ramal que de la urbanizacion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-04-03 00:00:00,2014,1,12:32:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,56,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,EL CIRCUITO SAN MARTIN NO SE ENERGIZO HASTA EL MOMENTO DE REPARAR Y VERIFICAR QUE EXISTIAN GARANTIAS PARA LA NORMAL PRESTACION DEL SERVICIO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2013-05-09 00:00:00,2013,3,07:02:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,38,OTRO,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,Electricaribe con el personal  tecnico realizo el cambio de los aisladores y reparacion de la linea quedando normalizado el  servicio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/18/2015,2015,4,10:10:00,23570000,CÃ“RDOBA,PUEBLO NUEVO,PUEBLO NUEVO,SECTOR URBANO,M,36,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,SOCIALIZAR CON LAS AUTORIDADES Y CON LAS COMUNIDADES QUE LAS REDES DE ENERGIA ELECTRICA NO SE PUEDEN MANIPULAR POR PERSONAS AJENAS A LA EMPRESA
30111.0,CONELCA  S.A.S.  E.S.P.,2018-12-03 00:00:00,2018,1,09:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-04-07 00:00:00,2017,4,13:00:00,13836000,BOLÃVAR,TURBACO,TURBACO,SECTOR URBANO,F,8,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,Contacto Directo,Desconectada la acometida ilegal
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/27/2013,2013,4,11:50:00,8433000,ATLÃNTICO,MALAMBO,MALAMBO,ZONA RURAL DISPERSA,M,36,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Se procedio a reparar la linea reventada a causa del corto circuito producido por andamio se explica peligro al manipular equipos metalicos cerca de redes electricas y mantener distancia de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/15/2018,2018,2,16:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,38,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,DesatenciÃ³n de normas tÃ©cnicas,Arcod ElÃ©ctricos,ADVERTENCIAS DE DISTANCIAS DE SEGURIDAD CON REDES ELECTRICAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/23/2011,2011,3,08:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,80,N.N.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Muerte,Fallas de InstalaciÃ³n,TensiÃ³n Contacto,Se verificaron niveles Ã¯Â¿Â¿ptimos  de tensiones  en el nuevo equipo instalado
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/22/2014,2014,3,09:40:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,22,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,Se levanto la linea caida y se reparo alejando el peligro del sector
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/24/2019,2019,4,22:20:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,T.I.,N,NO APLICA,BACHILLER,11111,Labores de ComercializaciÃ³n,Otra,Fallas a tierra,Contacto Indirecto,se normalizo la instalacion desconectando unas acometidas irregulares que energizaban la tierra
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/13/2018,2018,2,15:15:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,20,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,ViolaciÃ³n de Ã¡reas restringidas,Arcod ElÃ©ctricos,SOCIALIZAR Y CONCIENTIZAR  A LA COMUNIDAD SOBRE LOS PELIGROS DE LA ELECTRICIDAD
2103.0,CODENSA S.A. ESP,11/28/2018,2018,4,16:30:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.C.,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-01-02 00:00:00,2014,1,15:30:00,8770000,ATLÃNTICO,SUAN,SUAN,CENTRO POBLADO,M,9,N.N.,N,NO APLICA,OTRO,11111,Labores de ComercializaciÃ³n,Quemaduras,Otra,Contacto Indirecto,Se llevo la adecuacion en la estrucutra primaria del trafo donde se instalo cruceta auxiliar para ubicar las protecciones del trafo se instalara la SPT
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-04-06 00:00:00,2019,2,19:00:00,8372000,ATLÃNTICO,JUAN DE ACOSTA,JUAN DE ACOSTA,SECTOR URBANO,M,19,N.N.,N,NO APLICA,BACHILLER,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Indirecto,Se aislo el peligro quitando el servicio de energia de la cancha de microfutbol hasta que la Alcaldia y Alumbrado Publico municipal corrigiera la anomalia presentada al interior de sus instalaciones
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-03-09 00:00:00,2015,3,10:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,49,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Supervisor Alvaro Orozco quien se hizo presente al Lugar de la Obra ilustro a los Obreros y directivos de la Obra Distancias de Seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-08-08 00:00:00,2015,3,06:00:00,23500000,CÃ“RDOBA,MONITOS,MONITOS,ZONA RURAL DISPERSA,M,55,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,POR PARTE DEL AREA DE MANTENIMIENTO SE EFECTUARA LA SUSTITUCION DEL TRANSFORMADO EL CUAL ESTABA TRABAJANDO A 76KV POR UNO DE 132kV
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/13/2017,2017,2,16:00:00,23464000,CÃ“RDOBA,MOMIL,MOMIL,SECTOR URBANO,F,14,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Traumatismos,Accidentes externos,Contacto Indirecto,SE SOLICITO A LA TELECOM REALIZAR MANTENIMIENTOS A SUS MENJEROS O REDES DE TELEFONIA PARA QUE NO SE DESCUELGUEN
23390.0,COLENERGIA S.A.  ESP,03/30/2019,2019,1,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/26/2013,2013,2,09:30:00,13657000,BOLÃVAR,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,SECTOR URBANO,M,28,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Arcod ElÃ©ctricos,Se realizo charla con duenos del predio sobre informar antes  a la empresa ECA sobre este tipo de trabajo  para revisar con planeacion si las redes estan en el espacio q deben estar o no
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/21/2017,2017,3,11:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,CENTRO POBLADO,M,36,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Otra,Apertura o cierre de seccionadores,Otra,SE TRABAJA CON EL AVISO 4550919
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/23/2015,2018,1,07:05:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,48,C.C.,S,CONTRATISTA,TÃ‰CNICO SENA,8,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas operaciÃ³n sistema de protecciÃ³n,Arcod ElÃ©ctricos,DOTAR DE TRAJES IGNIFUGOS LAS BRIGADAS DEL CONTRATISTA DE SUBESTACIONES APLICAR BUENAS PRACTICAS Y PROCEDIMIENTOS DE TRABAJOS SEGUROS
2103.0,CODENSA S.A. ESP,2014-08-10 00:00:00,2015,2,11:50:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,32,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,Otra,Arcod ElÃ©ctricos,Ninguna
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/14/2016,2017,4,11:30:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,7,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,TensiÃ³n Contacto,AISLAR ACOMETIDA
2103.0,CODENSA S.A. ESP,2019-01-06 00:00:00,2019,2,15:23:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,39
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2016-11-12 00:00:00,2016,4,10:30:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Traumatismos,Accidentes externos,Contacto Directo,se socializo con la comunidad para evitar que este tipo de accidentes vuelva a ocurrir
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2019-01-04 00:00:00,2019,2,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2016-11-04 00:00:00,2016,2,08:00:00,5172000,ANTIOQUIA,CHIGORODÃ“,CHIGORODO,ZONA RURAL DISPERSA,M,35,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Campana Nacional uso seguro de la energia
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,03/23/2011,2011,1,14:45:00,63401003,QUINDÃO,LA TEBAIDA,LA SILVIA,ZONA RURAL DISPERSA,M,47,C.C.,N,CONTRATISTA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Falta conductor puesta a tierra,Contacto Directo,dotacion a los grupos de ingelel del cuarto hilo de las puesta a tierra. dotar de un equipo de radio  comunicaciones a la cuadrilla de postes de ingelel.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/22/2019,2019,3,15:30:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,17,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,FibrilaciÃ³n,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,2017-09-05 00:00:00,2017,2,19:30:00,18001000,CAQUETÃ,FLORENCIA,FLORENCIA,ZONA RURAL DISPERSA,M,30,C.C.,S,CONTRATISTA,TÃ‰CNICO,4,Mantenimiento - DistribuciÃ³n,Otra,Rayos,Rayos,En la ejecucion de cualquier actividad se debe realizar una evaluacion de riesgos y en caso de peligro la labor debe ser aplazada hasta que mejoren las condiciones
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,2017-09-05 00:00:00,2017,2,19:30:00,18001000,CAQUETÃ,FLORENCIA,FLORENCIA,ZONA RURAL DISPERSA,M,30,C.C.,S,CONTRATISTA,TÃ‰CNICO,4,Mantenimiento - DistribuciÃ³n,Otra,Rayos,Rayos,En la ejecucion de cualquier actividad se debe realizar una evaluacion de riesgos y en caso de peligro la labor debe ser aplazada hasta que mejoren las condiciones
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2019-04-12 00:00:00,2019,4,12:15:00,27001000,CHOCÃ“,QUIBDO,SAN FRANCISCO DE QUIBDO,SECTOR URBANO,M,35,C.C.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,la empresa ha tenido a bien concientizar a los habitantes de las zonas interconectadas al sistemas de DISPAC en relacion a realizar trabajos seguro y el respeto por las distancias seguridad por otra parte se ha enviado documentos o amparos policivos a los implicados autoridades y civiles en aras de evitar mas accidentes de este tipo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/16/2016,2016,3,08:15:00,13836000,BOLÃVAR,TURBACO,TURBACO,ZONA RURAL DISPERSA,M,55,N.N.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,Socializar que los trabajos electricos deben de hacerlos personas capacitadas que cumplan con las Normas del Operador del RED y esten certificadas
1058.0,COMPAÃ‘IA ELECTRICA DE SOCHAGOTA S.A.S. E.S.P.,03/20/2013,2013,1,02:30:00,15516002,BOYACÃ,PAIPA,EL VOLCAN,ZONA RURAL DISPERSA,M,27,C.C.,S,PLANTA,TECNÃ“LOGO,22,Mantenimiento - GeneraciÃ³n,Otra,Accidentes externos,Otra,Se realizo reinduccion en cuanto a reporte de accidentes de trabajo y la importancia de identificacion de peligros respecto al manejo de sustancias quimicas al personal de IC
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2020-01-04 00:00:00,2020,2,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/23/2011,2011,3,08:00:00,8296000,ATLÃNTICO,GALAPA,GALAPA,ZONA RURAL DISPERSA,M,18,N.N.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Directo,se coordinÃ¯Â¿Â¿ con el presidente del consejo Municipla HERENANDO LOZANO como plan de acciÃ¯Â¿Â¿n una charla sobre uso racianl de energia  atendiendo los planes de acciÃ¯Â¿Â¿n a tomar
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-08-06 00:00:00,2019,2,06:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,3,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Accidentes externos,Contacto Indirecto,Se recomienda mediante de correo electronico el cambio de la acometida a recuperacion de energia de manera provisional se cubre el conductor expuesto con cinta auto fundente
23390.0,COLENERGIA S.A.  ESP,03/30/2020,2020,1,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/15/2013,2013,1,07:00:00,23660000,CÃ“RDOBA,SAHAGUN,SAHAGUN,ZONA RURAL DISPERSA,M,45,C.C.,N,NO APLICA,TÃ‰CNICO SENA,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,Se reviso el sitio del incidente para aislar peligro alguno Se diagnostico el poste partido para determinar las acciones como consecuencia de la inspeccion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/17/2012,2012,4,14:35:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,30,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Negligencia en operaciÃ³n,Contacto Directo,se retiro  objeto  dela  linea y  se normalizo  circuitos  rio 8 y  9
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/22/2016,2016,3,20:30:00,23001004,CÃ“RDOBA,MONTERIA,EL SABANAL,ZONA RURAL DISPERSA,F,25,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Traumatismos,Accidentes externos,Contacto Directo,Se realizo mantenimiento correctivo y se programo mantenimiento preventivo para las demas estructuras
23390.0,COLENERGIA S.A.  ESP,06/30/2020,2020,3,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-08-06 00:00:00,2017,3,11:00:00,23300000,CÃ“RDOBA,COTORRA,COTORRA,ZONA RURAL DISPERSA,M,23,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,ESTAR MAS PEDIENTES ANTE LA PRECENCIA DE REDES ELECTRICAS  ESTAS DE USU PARTICULAR E INFORMAR A LA EMPRESA PARA SU DESERGIZACION
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-02-08 00:00:00,2014,3,09:00:00,23001000,CÃ“RDOBA,MONTERIA,MONTERIA,SECTOR URBANO,M,5,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,Mantenimiento correctivo reparacion del tramo partido
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,04/17/2018,2018,2,10:45:00,5045000,ANTIOQUIA,APARTADÃ“,APARTADO,ZONA RURAL DISPERSA,M,52,C.C.,S,PLANTA,BACHILLER,10,OperaciÃ³n - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Indirecto,mas capacitacion al personal
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/28/2019,2019,4,11:30:00,8433000,ATLÃNTICO,MALAMBO,MALAMBO,SECTOR URBANO,F,40,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Malos contactos,Equipo defectuoso,revision del sector y validacion de nivel de tension
30111.0,CONELCA  S.A.S.  E.S.P.,2017-12-06 00:00:00,2017,2,09:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-02-06 00:00:00,2014,2,14:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,52,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Impericia en operaciÃ³n,Contacto Directo,Ninguna El Circuito no tuvo disparo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-06-12 00:00:00,2019,4,11:20:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,38,N.N.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Indirecto,
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-06-09 00:00:00,2016,4,14:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,6,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Directo,Se desconecto la fuente de alimentacion de la Lumniaria de APPor el Brigadista WEiliam Pacheco Aviso 4352049
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/17/2017,2017,4,01:46:00,13430011,BOLÃVAR,MAGANGUE,HENEQUEN,CENTRO POBLADO,M,11,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas a tierra,Contacto Directo,SE RETIRO ACOM DE ALUM PUB QUE HACIA CONT CON RET
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/27/2017,2017,4,16:00:00,13244000,BOLÃVAR,EL CARMEN DE BOLIVAR,EL CARMEN DE BOLIVAR,CENTRO POBLADO,M,6,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Vientos fuertes,Otra,Se realizo cambio de los tres postes de de baja tension
594.0,GRUPO ENERGÃA BOGOTA S.A. ESP.,2015-03-03 00:00:00,2015,1,13:50:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",ZONA RURAL DISPERSA,M,36,C.C.,S,PLANTA,TÃ‰CNICO,18,Mantenimiento - TransmisiÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,Socializacion de distancias de seguridad y arco electrico y fortalecer en las charlas diarias la valoracion del riesgo y la inspeccion adecuada de los sitios de trabajo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/19/2018,2018,2,10:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,M,11,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,Contacto Directo,Brigada de Electricaribe aislo el peligro al retirar la linea de contacto con el cable mensajero de la red telefonica
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2020-01-04 00:00:00,2018,2,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-11-11 00:00:00,2016,4,09:30:00,13433000,BOLÃVAR,MAHATES,MAHATES,SECTOR URBANO,M,12,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Muerte,Otra,Contacto Indirecto,Se recomendo no utilizar extensiones artesanales
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-06-10 00:00:00,2016,1,16:45:00,23466000,CÃ“RDOBA,MONTELIBANO,MONTELIBANO,SECTOR URBANO,M,23,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Labores de ComercializaciÃ³n,Traumatismos,Otra,Contacto Directo,AISLAR LA CARCASA DE LA LAMPARA DEL CONTACTO ELECTRICO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/16/2019,2019,2,11:30:00,23162001,CÃ“RDOBA,CERETE,MARTINEZ,CENTRO POBLADO,F,57,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de InstalaciÃ³n,Contacto Directo,Se hizo cambio de aislador tipo poste y se empalmo linea partida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/29/2018,2018,4,17:40:00,23001000,CÃ“RDOBA,MONTERIA,MONTERIA,SECTOR URBANO,F,9,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,se retiro acometida de alumbrado publico de la retenida
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-12-09 00:00:00,2017,4,15:45:00,23660000,CÃ“RDOBA,SAHAGUN,SAHAGUN,SECTOR URBANO,M,14,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Directo,Se coloco un aislante en la red de distribucion para aislarla del cable del mensajero y por lo tanto se dejo desenergizada la retenida con el fin de evitar inconvenientes futuros
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,01/14/2019,2019,1,13:30:00,5101000,ANTIOQUIA,CIUDAD BOLÃVAR,CIUDAD BOLIVAR,SECTOR URBANO,M,3,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,Campana majeno seguro de la energia se cambia la acometida para eliminar el peligro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2018-11-05 00:00:00,2018,2,21:51:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,M,15,PASAPORTE,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Fallas de aislamiento,Contacto Directo,SE ANEXA INFORME
